0	0.000021	2.05140e-08	4.58606e-08	
0	0.000209	1.20820e-05	2.70103e-05	
0	0.002089	1.82940e-04	4.08979e-04	
0	0.020887	2.05145e-03	4.58680e-03	
0	0.208875	2.07491e-02	4.64426e-02	
0	1.044583	1.02700e-01	2.31526e-01	
0	3.251543	3.18899e-01	7.32975e-01	
0	5.460912	5.31289e-01	1.24239e+00	
0	7.672767	7.34261e-01	1.75623e+00	
0	9.887193	9.28222e-01	2.26497e+00	
0	12.104277	1.10951e+00	2.76011e+00	
0	14.324110	1.27546e+00	3.23435e+00	
0	16.546793	1.42825e+00	3.68293e+00	
0	18.772426	1.56542e+00	4.10243e+00	
0	21.001121	1.69109e+00	4.49053e+00	
0	25.232721	1.89265e+00	5.14689e+00	
0	29.476577	2.06215e+00	5.71645e+00	
0	33.733632	2.20583e+00	6.21142e+00	
0	38.004929	2.33286e+00	6.66471e+00	
0	42.291628	2.45374e+00	7.14786e+00	
0	46.595011	2.58225e+00	8.47661e+00	
0	50.916500	2.63859e+00	8.56872e+00	
0	55.257671	2.69427e+00	8.64187e+00	
0	59.620261	2.74918e+00	8.70204e+00	
0	64.006188	2.80391e+00	8.75218e+00	
0	68.417557	2.85908e+00	8.79255e+00	
0	90.942621	3.14497e+00	8.88411e+00	
0	114.491665	3.46592e+00	8.82524e+00	
0	139.174240	3.81797e+00	8.66539e+00	
0	164.469895	4.15390e+00	8.48296e+00	
0	189.700007	4.43851e+00	8.33228e+00	
0	214.545905	4.67189e+00	8.22095e+00	
0	238.945557	4.86617e+00	8.14095e+00	
0	262.934846	5.03263e+00	8.08298e+00	
0	286.573013	5.17817e+00	8.04091e+00	
0	309.916685	5.30887e+00	8.01010e+00	
0	333.013420	5.42754e+00	7.98816e+00	
0	355.901599	5.53704e+00	7.97236e+00	
0	378.611931	5.63921e+00	7.96181e+00	
0	401.169066	5.73490e+00	7.95554e+00	
0	423.592964	5.82554e+00	7.95286e+00	
0	445.899945	5.91176e+00	7.95276e+00	
0	468.103499	5.99429e+00	7.95527e+00	
0	490.214886	6.07342e+00	7.95985e+00	
0	512.243599	6.14977e+00	7.96555e+00	
0	534.197709	6.22308e+00	7.97365e+00	
0	556.084138	6.29421e+00	7.98295e+00	
