   0.0000000       1.0000000       1.4600000       26.786478       13.036087    
  5.00000007E-02  0.99911207       1.4587038       26.762695       13.029099    
  0.10000000      0.99645108       1.4548187       26.691418       13.008314    
  0.15000001      0.99202561       1.4483575       26.572874       12.973700    
  0.20000000      0.98584980       1.4393408       26.407446       12.925314    
  0.25000000      0.97794324       1.4277972       26.195656       12.863244    
  0.30000001      0.96833128       1.4137638       25.938185       12.787694    
  0.34999999      0.95704454       1.3972850       25.635851       12.698841    
  0.40000001      0.94411880       1.3784136       25.289621       12.596871    
  0.45000002      0.92959529       1.3572092       24.900585       12.481997    
  0.50000000      0.91352004       1.3337393       24.469984       12.354484    
  0.55000001      0.89594394       1.3080782       23.999184       12.214640    
  0.60000002      0.87692249       1.2803068       23.489666       12.062759    
  0.65000004      0.85651577       1.2505130       22.943041       11.899194    
  0.69999999      0.83478773       1.2187901       22.361021       11.724304    
  0.75000000      0.81180662       1.1852378       21.745440       11.538495    
  0.80000001      0.78764421       1.1499606       21.098215       11.342166    
  0.85000002      0.76237577       1.1130686       20.421362       11.135756    
  0.90000004      0.73607957       1.0746762       19.716980       10.919724    
  0.94999999      0.70883703       1.0349020       18.987246       10.694541    
   1.0000000      0.68073171      0.99386835       18.234406       10.460706    
   1.0500001      0.65184981      0.95170069       17.460760       10.218724    
   1.1000000      0.62227917      0.90852761       16.668669       9.9691248    
   1.1500000      0.59210938      0.86447978       15.860526       9.7124424    
   1.2000000      0.56143117      0.81968957       15.038765       9.4492273    
   1.2500000      0.53033632      0.77429110       14.205843       9.1800404    
   1.3000001      0.49891710      0.72841895       13.364232       8.9054508    
   1.3500000      0.46726617      0.68220860       12.516416       8.6260347    
   1.4000000      0.43547595      0.63579488       11.664866       8.3423748    
   1.4500000      0.40363845      0.58931214       10.812053       8.0550575    
   1.5000000      0.37184513      0.54289389       9.9604216       7.7646699    
   1.5500001      0.34018612      0.49667177       9.1123886       7.4718008    
   1.6000000      0.30875045      0.45077568       8.2703381       7.1770391    
   1.6500000      0.27762532      0.40533298       7.4366045       6.8809695    
   1.7000000      0.24689561      0.36046761       6.6134644       6.5841737    
   1.7500000      0.21664441      0.31630084       5.8031411       6.2872267    
   1.8000001      0.18695179      0.27294964       5.0077801       5.9906993    
   1.8500000      0.15789536      0.23052724       4.2294612       5.6951489    
   1.9000000      0.12954940      0.18914212       3.4701722       5.4011273    
   1.9500000      0.10198452      0.14889741       2.7318063       5.1091719    
   2.0000000      7.52683356E-02  0.10989177       2.0161736       4.8198094    
   2.0500000      4.94642183E-02  7.22177625E-02   1.3249722       4.5335493    
   2.1000001      2.46315878E-02  3.59621197E-02  0.65979350       4.2508883    
   2.1500001      8.25891388E-04  1.20580150E-03  2.21227221E-02   3.9723074    
   2.2000000     -2.19020285E-02 -3.19769643E-02 -0.58667827       3.6982667    
   2.2500000     -4.35057506E-02 -6.35183975E-02  -1.1653658       3.4292092    
   2.3000000     -6.39434755E-02 -9.33574811E-02  -1.7128206       3.1655576    
   2.3500001     -8.31782147E-02 -0.12144019      -2.2280514       2.9077134    
   2.4000001     -0.10117762     -0.14771932      -2.7101922       2.6560593    
   2.4500000     -0.11791442     -0.17215505      -3.1585121       2.4109521    
   2.5000000     -0.13336623     -0.19471470      -3.5724113       2.1727271    
   2.5500000     -0.14751562     -0.21537282      -3.9514239       1.9416960    
   2.6000001     -0.16035017     -0.23411126      -4.2952166       1.7181453    
   2.6500001     -0.17186238     -0.25091907      -4.6035881       1.5023384    
   2.7000000     -0.18204969     -0.26579255      -4.8764701       1.2945126    
   2.7500000     -0.19091453     -0.27873522      -5.1139278       1.0948794    
   2.8000000     -0.19846389     -0.28975728      -5.3161488      0.90362668    
   2.8500001     -0.20470987     -0.29887640      -5.4834566      0.72091234    
   2.9000001     -0.20966882     -0.30611646      -5.6162891      0.54687423    
   2.9500000     -0.21336176     -0.31150818      -5.7152104      0.38162044    
   3.0000000     -0.21581404     -0.31508851      -5.7808986      0.22523481    
   3.0500000     -0.21705522     -0.31690061      -5.8141451      7.77753666E-02
   3.1000001     -0.21711883     -0.31699350      -5.8158488     -6.07255474E-02
   3.1500001     -0.21604225     -0.31542173      -5.7870116     -0.19025777    
   3.2000000     -0.21386652     -0.31224516      -5.7287316     -0.31083831    
   3.2500000     -0.21063611     -0.30752870      -5.6421995     -0.42250633    
   3.3000000     -0.20639858     -0.30134192      -5.5286913     -0.52532661    
   3.3500001     -0.20120451     -0.29375860      -5.3895607     -0.61938494    
   3.4000001     -0.19510727     -0.28485662      -5.2262368     -0.70478779    
   3.4500000     -0.18816255     -0.27471733      -5.0402122     -0.78166491    
   3.5000000     -0.18042830     -0.26342532      -4.8330388     -0.85016578    
   3.5500000     -0.17196438     -0.25106800      -4.6063199     -0.91045982    
   3.6000001     -0.16283223     -0.23773506      -4.3617020     -0.96273458    
   3.6500001     -0.15309487     -0.22351852      -4.1008725      -1.0071949    
   3.7000000     -0.14281622     -0.20851170      -3.8255436      -1.0440629    
   3.7500000     -0.13206109     -0.19280919      -3.5374517      -1.0735766    
   3.8000000     -0.12089486     -0.17650650      -3.2383475      -1.0959877    
   3.8500001     -0.10938293     -0.15969910      -2.9299836      -1.1115624    
   3.9000001     -9.75910872E-02 -0.14248300      -2.6141214      -1.1205782    
   3.9500000     -8.55845138E-02 -0.12495339      -2.2925076      -1.1233243    
   4.0000000     -7.34279230E-02 -0.10720477      -1.9668754      -1.1200994    
   4.0500002     -6.11851178E-02 -8.93302783E-02  -1.6389340      -1.1112118    
   4.0999999     -4.89191413E-02 -7.14219511E-02  -1.3103715      -1.0969764    
   4.1500001     -3.66911404E-02 -5.35690710E-02 -0.98282653      -1.0777153    
   4.2000003     -2.45612487E-02 -3.58594209E-02 -0.65790933      -1.0537553    
   4.2500000     -1.25875501E-02 -1.83778238E-02 -0.33717611      -1.0254282    
   4.3000002     -8.25888652E-04 -1.20579742E-03 -2.21226495E-02 -0.99306691    
   4.3499999      1.06695890E-02  1.55776003E-02  0.28580073     -0.95700771    
   4.4000001      2.18477640E-02  3.18977349E-02  0.58522469     -0.91758591    
   4.4500003      3.26596759E-02  4.76831309E-02  0.87483776     -0.87513739    
   4.5000000      4.30591516E-02  6.28663599E-02   1.1534030     -0.82999641    
