0.006185407	-1160.647058
0.012370813	-1160.524251
0.01855622	-1160.319635
0.024741626	-1160.033304
0.030927033	-1159.66539
0.037112439	-1159.21606
0.043297846	-1158.685521
0.049483253	-1158.074015
0.055668659	-1157.38182
0.061854066	-1156.609253
0.068039472	-1155.756663
0.074224879	-1154.824437
0.080410285	-1153.812997
0.086595692	-1152.722799
0.092781099	-1151.554333
0.098966505	-1150.308122
0.105151912	-1148.984724
0.111337318	-1147.584726
0.117522725	-1146.108751
0.123708131	-1144.557448
0.129893538	-1142.9315
0.136078945	-1141.231618
0.142264351	-1139.458542
0.148449758	-1137.613041
0.154635164	-1135.695909
0.160820571	-1133.707969
0.167005978	-1131.650068
0.173191384	-1129.523077
0.179376791	-1127.327892
0.185562197	-1125.065432
0.191747604	-1122.736637
0.19793301	-1120.342468
0.204118417	-1117.883906
0.210303824	-1115.361953
0.21648923	-1112.777627
0.222674637	-1110.131963
0.228860043	-1107.426015
0.23504545	-1104.660848
0.241230856	-1101.837545
0.247416263	-1098.957201
0.25360167	-1096.020922
0.259787076	-1093.029828
0.265972483	-1089.288441
0.272157889	-1086.095912
0.278343296	-1082.847698
0.284528702	-1079.544951
0.290714109	-1076.188834
0.296899516	-1072.780513
0.303084922	-1069.32116
0.309270329	-1065.811949
0.315455735	-1062.254059
0.321641142	-1058.648671
0.327826548	-1054.996967
0.334011955	-1051.300128
0.340197362	-1047.559337
0.346382768	-1043.775775
0.352568175	-1039.950619
0.358753581	-1036.085046
0.364938988	-1032.180228
0.371124394	-1028.237335
0.377309801	-1024.257528
0.383495208	-1020.241967
0.389680614	-1016.191802
0.395866021	-1012.108178
0.402051427	-1003.904714
0.408236834	-994.4149726
0.414422241	-983.7937521
0.420607647	-971.9987336
0.426793054	-957.8940869
0.43297846	-943.0153791
0.439163867	-927.3626102
0.445349273	-910.9357803
0.45153468	-893.7348894
0.457720087	-875.7599374
0.463905493	-856.5038791
0.4700909	-836.3804608
0.476276306	-816.7168424
0.482461713	-797.513024
0.488647119	-778.7690054
0.494832526	-760.4847867
0.501017933	-742.660368
0.507203339	-725.2957492
0.513388746	-708.3909303
0.519574152	-691.9459113
0.525759559	-675.9606922
0.531944965	-660.435273
0.538130372	-644.377097
0.544315779	-617.4327339
0.550501185	-582.9704454
0.556686592	-546.3943922
0.562871998	-511.497799
0.569057405	-478.2288475
0.575242811	-446.5354814
0.581428218	-416.3656443
0.587613625	-387.6674891
0.593799031	-360.3895602
0.599984438	-334.4809519
0.606169844	-309.8914449
0.612355251	-286.5716239
0.618540657	-264.4729769
0.624726064	-243.5479787
0.630911471	-223.7501611
0.637096877	-205.0341691
0.643282284	-187.3558068
0.64946769	-170.6720721
0.655653097	-154.9411835
0.661838504	-140.1225974
0.66802391	-126.1770198
0.674209317	-113.0664105
0.680394723	-100.7539821
0.68658013	-89.20419452
0.692765536	-78.38274464
0.698950943	-68.25655269
0.70513635	-58.79374528
0.711321756	-49.96363573
0.717507163	-41.73670211
0.723692569	-34.08456337
0.729877976	-26.97995381
0.736063382	-20.39669629
0.742248789	-14.30967443
0.748434196	-8.694803981
0.754619602	-3.529003657
0.760805009	1.209834452
0.766990415	5.542874639
0.773175822	9.490367429
0.779361228	13.07167936
0.785546635	16.30532256
0.791732042	19.20898408
0.797917448	21.79955483
0.804102855	24.09315806
0.810288261	26.10517741
0.816473668	27.85028425
0.822659074	29.3424646
0.828844481	30.59504528
0.835029888	31.62071938
0.841215294	32.43157116
0.847400701	33.03910007
0.853586107	33.4542442
0.859771514	33.68740286
0.86595692	33.74845854
0.872142327	33.646798
0.878327734	33.39133279
0.88451314	32.99051886
0.890698547	32.45237556
0.896883953	31.7845039
0.90306936	30.99410408
0.909254767	30.08799234
0.915440173	29.07261714
0.92162558	27.95407466
0.927810986	26.73812364
0.933996393	25.4301996
0.940181799	24.03542846
0.946367206	22.55863952
0.952552613	21.00437783
0.958738019	19.37691609
0.964923426	17.6802659
0.971108832	15.9181885
0.977294239	14.09420501
0.983479645	12.21160614
0.989665052	10.27346142
0.995850459	8.282627977
1.002035865	6.380648844
1.008221272	5.024810431
1.014406678	4.126544142
1.020592085	3.290972407
1.026777491	2.51430446
1.032962898	1.792967963
1.039148305	1.123606031
1.045333711	0.503074371
1.051519118	-0.071561451
1.057704524	-0.603028592
1.063889931	-1.093849356
1.070075337	-1.546343421
1.076260744	-1.962629872
1.082446151	-2.344629007
1.088631557	-2.694063908
1.094816964	-3.012461761
1.10100237	-3.301154892
1.107187777	-3.561281529
1.113373183	-3.793786242
1.11955859	-3.999420068
1.125743997	-4.178740285
1.131929403	-4.332109829
1.13811481	-4.459696318
1.144300216	-4.561470682
1.150485623	-4.637205353
1.15667103	-4.686472017
1.162856436	-4.708638877
1.169041843	-4.702867418
1.175227249	-4.668108642
1.181412656	-4.603098733
1.187598062	-4.506354131
1.193783469	-4.376165967
1.199968876	-4.210593833
1.206154282	-3.688954894
1.212339689	-5.582109542
1.218525095	-8.203062701
1.224710502	-11.26053552
1.230895908	-14.70478253
1.237081315	-18.48466362
1.243266722	-22.54530136
1.249452128	-26.82729391
1.255637535	-31.27359426
1.261822941	-35.82537096
1.268008348	-40.42159059
1.274193754	-45.00605036
1.280379161	-49.51991824
1.286564568	-53.91161738
1.292749974	-58.12545388
1.298935381	-59.21472412
1.305120787	-60.24507779
